product_pk,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
19492,2dc2efef0bbccb4ea53e2a21cdd52dc7,bebes,55,704,4,5650,60,20,50
3534,2e0a8fea09b84a86e1fef3fcdf244668,esporte_lazer,57,597,4,7750,52,22,32
25096,2e0ce433616916840a405d0853407af8,informatica_acessorios,48,407,1,100,24,14,11
296,2e511b5741ab14e7f5294df6f1310b03,informatica_acessorios,52,2515,1,188,20,16,15
9076,2e810f124ff7668bc1ea0d1953aaacd2,relogios_presentes,55,623,1,337,16,13,13
4666,2e830c73f28d3b8542af03cf2637dfc4,eletronicos,34,214,1,275,24,9,17
23656,2ea92fab7565c4fe9f91a5e4e1756258,papelaria,55,178,3,10600,60,20,29
5590,2eb2543712366c95191841792a725a23,utilidades_domesticas,55,236,1,450,54,4,15
6233,2eb384017334e47db9ccf364216799df,utilidades_domesticas,59,887,1,5500,32,32,32
30834,2eb3c639a21ca3eeabf2ec13bf7bc46d,cama_mesa_banho,59,451,7,11350,50,30,40
18236,2eb6e8f39feaf75fc5163f774d38f0f1,pet_shop,53,1517,2,467,19,15,18
31249,2ebe00f53430b4eb4086f08409ec7760,telefonia,58,453,3,150,19,4,11
4846,2ef3cc0d3f3adddc0ef8ecf48989bba2,pet_shop,34,1140,1,3875,30,25,25
3401,2f13d1dc8b4e1d9d8027be50339546a9,moveis_decoracao,48,895,1,2650,30,30,30
9029,2f48e99df2052ce8a7d14855ea40e838,cama_mesa_banho,48,392,1,1150,35,10,35
30433,2f4a64fe9c6430a9626b4745227cd0e8,relogios_presentes,45,375,9,650,30,15,15
24645,2f5e485bacfeb554bec55cd497c9bc51,utilidades_domesticas,42,367,3,236,23,14,16
4425,2f6e181a1c1c54d63d3a7e4d64b9947f,ferramentas_jardim,57,305,4,850,16,7,30
13082,2f774e1d1ee6937ae8294771c662066d,ferramentas_jardim,46,372,1,800,40,6,15
5188,2f785af0f4f132585052347521b90b29,beleza_saude,46,456,1,529,20,18,16
25796,2fb51d5cb775a68676826ebe06a17dc5,cama_mesa_banho,59,630,1,1000,35,7,24
28572,2fd91ba79b5f4f8342b67bd79cb54b3f,brinquedos,58,761,3,450,38,12,20
28047,2fe0cccc00239f01484b97ba65408800,cama_mesa_banho,56,500,1,967,28,7,30
20891,2fea0f2cec6b6324a277d4a61c2ed2c6,beleza_saude,57,2026,3,100,11,11,11
30606,2fec8bf6ad4d8e40874fbc3808f419cb,utilidades_domesticas,56,966,4,900,36,16,36
9516,2ff17002562478fb03cd44f09e7ca51a,relogios_presentes,52,529,1,283,18,14,14
16965,2ff995aead9c63a1f37a07b3664ead37,moveis_sala,45,353,1,7500,61,11,46
7310,2ffdf10e724b958c0f7ea69e97d32f64,relogios_presentes,59,582,1,263,17,12,13
162,3014e35fd70fce29095ced5cdc89f4ce,telefonia,51,244,1,125,17,10,14
26523,303719bf7adc0897358c3dcc3c7a6190,brinquedos,56,263,4,2100,47,37,15
24787,30462047cff6376a3f9958b2ea254943,construcao_ferramentas_jardim,38,673,1,150,16,20,20
11469,30469bb5ea377eae7121981e2f0778e4,esporte_lazer,57,574,4,5950,20,30,80
7303,304fad8dc4d2012dc4062839972f2d96,construcao_ferramentas_construcao,59,1775,2,1700,16,11,11
32175,305307f44f730d8ddd6db6e2efedee64,cama_mesa_banho,47,556,1,700,30,5,20
22824,306599a052830af3cfebe42ee7a79dde,utilidades_domesticas,54,354,1,1250,30,30,30
24919,306b0c58328826c0564cbc520787d508,cama_mesa_banho,31,209,3,765,35,20,48
23378,306dcbc0bb646b50b3d86c6803558347,utilidades_domesticas,58,469,5,2000,45,12,45
8964,30ac6df06dc59ad72cf2f158fc2d904c,utilidades_domesticas,53,1034,2,16550,22,65,40
1114,30b426aecc4e322e14030c1f384b1763,esporte_lazer,25,1002,1,2433,30,24,24
5067,30e010e9df8943899f267097d49b5c1a,beleza_saude,56,825,1,1300,22,26,20
22726,3104dbf304c25fa1812a11ad924f8b57,flores,55,235,1,600,30,15,20
2714,310ae3c140ff94b03219ad0adc3c778f,beleza_saude,59,493,1,2000,30,12,16
19813,310b993294194cea025dcc9c23637b62,utilidades_domesticas,54,417,2,8650,80,15,33
5881,31596cc4bf31a702bc34ab7223a827da,eletrodomesticos_2,33,1335,4,2850,62,11,40
27104,31699327e8b1095210f7c48d91fc09f0,cama_mesa_banho,57,592,1,1400,38,11,30
17767,317a06884480d645d7f0bc82455ec277,informatica_acessorios,59,1926,5,650,25,11,15
4561,318fda70a35e94c586339fe51eafbe7d,utilidades_domesticas,59,932,1,1350,16,30,12
1130,31a2f42a87890f87d77daebdfabc182e,brinquedos,58,419,5,1700,30,35,25
21505,31af99e01af722adb2067b365a311998,beleza_saude,58,698,6,425,24,16,14
24708,31b8e7c2a22f3dba5183cc110bdd72f7,eletronicos,52,602,1,281,17,9,13
2363,31c1d1dfbb4b2730140b8bd9248bcd58,cama_mesa_banho,58,58,1,200,20,2,15
8364,320e20e13905991b0d83e8f181fcc196,moveis_decoracao,63,476,2,300,80,10,60
2976,3225c54bb2785c33f49f50398fcdb88c,relogios_presentes,47,547,1,269,17,11,13
24812,3236ebd1684fa3ff2b74858fcd9ea688,beleza_saude,53,1229,2,725,32,22,29
2233,323c53e2d6f8bace877b0df931ab58f9,cama_mesa_banho,57,635,1,1300,20,16,20
24696,32ab984210a9cc604931ba8408ec6994,esporte_lazer,45,450,1,1300,16,12,13
8436,32ad146ce66014dd98fdc2190bc995d6,esporte_lazer,36,491,1,200,18,9,13
2487,32aeecc02aa5adcb7f75155a80a47836,esporte_lazer,45,1575,1,2152,26,24,21
25030,32b168004f17c743f16bcf5bab0de982,cool_stuff,23,789,1,5250,40,20,40
4458,32bad49615b7c5da42609b98df97482c,portateis_casa_forno_e_cafe,51,81,1,50,18,8,13
23647,330144665b875c2b4555f88d9f4ed7c1,beleza_saude,59,410,1,558,21,13,16
5025,330286b1345b8cc5abfbb74da93465a6,esporte_lazer,51,1097,5,2800,56,28,33
24940,3303c5bebf8d9dd9394a38501c4033f6,moveis_decoracao,62,222,9,1100,31,11,26
10259,331e79a28ee5afbb321a3146653085f2,moveis_escritorio,55,1286,1,10725,57,55,22
19413,332ada06f1c62d8a675e44330d53f785,pet_shop,47,606,1,500,20,40,12
22361,3354a4e684f5e7199f9407db70ccd92b,cool_stuff,52,847,3,1200,42,25,15
23369,3356d43bd57f974c4ae7fc5f9c4e589a,esporte_lazer,57,247,2,1300,60,15,15
32667,336cfb12a5468070795ae4c964f4ce47,esporte_lazer,35,584,3,1000,40,20,20
6075,3373d1ed7bf5f3187f110c0e9e40a02b,,,,,200,25,5,15
23927,337c81a0f9e751b6cbdf56680a33c365,esporte_lazer,56,635,1,163,16,9,12
26137,337f10f83d8ba37edab89b7a0e9f32b0,beleza_saude,41,3388,1,150,16,5,17
5093,338bf1554cc911be551275c6c6c396c7,utilidades_domesticas,35,347,2,1400,21,40,21
16782,33900d427fa4bd3f509cdacda72e84a3,la_cuisine,52,287,1,2450,81,7,40
23699,33a11954c13e439a0a632a2cb996b534,esporte_lazer,30,157,2,250,27,4,11
11158,33ab88b1e48538d846cd26ea55d34108,eletronicos,54,336,1,200,43,9,16
12055,33b9801fec06f14bb7d33af01769bb3f,utilidades_domesticas,55,214,1,700,60,8,20
4069,33bd5538a16d23f0a39da1c9bfd20980,casa_conforto,52,181,1,2200,54,9,28
19077,33c818b0b45badf24c437fdf7982f58c,informatica_acessorios,47,294,1,278,16,9,11
21163,33cf505f7d94c2283766b8b1b13ef3cd,cama_mesa_banho,52,118,1,900,25,15,20
30082,33e0cfd1cd80a0491da068d7a7f93ff8,cama_mesa_banho,44,501,1,2400,30,30,30
14142,33e77eecc23c25a65d10f627e5053617,moveis_escritorio,48,1092,1,7400,54,53,20
30877,33e79119cfaa0e1f7122bf00b10426bc,telefonia,48,815,1,150,27,5,20
3837,33fac76e7f17367dedaef7954bbb33b4,beleza_saude,63,1113,2,550,20,20,20
11321,340e3e28357bb29f7612c86c13d9729a,beleza_saude,59,895,1,200,20,15,15
7739,341d85d688ecc3353cf2a968e7ad0dbf,beleza_saude,47,554,1,350,16,10,20
17867,3439529926df110506c6752e8f16d358,utilidades_domesticas,54,459,2,1190,38,20,22
20501,345ebf31824c3871cbb94c377190d6f9,informatica_acessorios,43,463,2,140,16,13,12
27181,34604421b410aa74270f4309503a4338,automotivo,33,703,5,1350,32,28,28
14802,3472b106bf41b1e7223330cdfb8a3673,cama_mesa_banho,43,125,1,250,40,4,30
7602,347a1dbb9334cebdd3f2c43bc1b34455,artigos_de_natal,36,252,1,1800,46,27,29
17969,3487b8d662448326a09da14416640170,moveis_decoracao,56,471,2,400,80,10,60
12576,348ddc765722b7885d765f63eed52eed,esporte_lazer,56,2981,1,2600,40,24,35
12347,3498d7bf6679faec5a2e7d2b2e45443a,bebes,36,254,1,350,23,3,23
25714,349ce46a0e2e20054aa9d80c48af8816,construcao_ferramentas_iluminacao,41,971,1,1300,16,19,16
12084,34aec6c5358dee4e71cbaefc14935c5e,beleza_saude,60,733,1,150,20,10,20
8883,34b3d6e3e824bdbecac9611588a63459,esporte_lazer,42,247,2,1550,60,15,15
30346,34d6306314a47fe15c1efdbc23302020,informatica_acessorios,38,301,1,107,7,7,10
6713,34dabb8af33b3756cf72df05fb327011,tablets_impressao_imagem,56,512,1,300,26,10,26
32570,34dc9ba20762290886d4d94d07a102e3,esporte_lazer,31,419,2,1650,30,8,30
17907,34dcd1a460194e9a114524a6ec0ad39e,brinquedos,39,1223,1,350,17,15,12
22831,34f99d82cfc355d08d8db780d14aa002,pcs,59,2009,2,25950,39,95,42
26133,35084deab9603bbb6035bb8638b1df89,moveis_decoracao,49,100,1,1200,25,25,20
18800,3516632e8f52b679ff83d1665ecc990e,informatica_acessorios,45,267,1,167,16,12,13
591,35255921c732e0e9319097469d856cd5,relogios_presentes,54,630,6,400,18,11,15
21220,35557c68a22ecebcf066e25ca2ddc144,ferramentas_jardim,50,741,3,300,17,7,12
25474,35582ccc8dcd2cc9841d257c0506b641,esporte_lazer,56,1235,1,4250,20,20,20
11609,3570caaeaa3f5a1ae76392bb2b4155f9,esporte_lazer,31,492,3,1550,62,18,15
12059,3581206bcfdc0f2611c3d1e8edb87719,esporte_lazer,28,829,1,2300,23,11,11
9367,35ad08ea141acf7c484c97075944610f,perfumaria,41,402,1,225,16,11,11
32026,35afc973633aaeb6b877ff57b2793310,casa_conforto,56,176,1,1825,53,10,40
15696,35b9e8c317cea9e313573fe8cd9af9a2,relogios_presentes,35,251,1,350,16,2,11
28403,35bc6c77029697004675d3a2ce505916,informatica_acessorios,36,327,1,610,27,12,20
18286,35c4a5bb0f191b77c8900661f047250b,esporte_lazer,33,186,1,1013,23,26,15
7938,35d6a7880150d5dacc9ad0c9a9cfb233,instrumentos_musicais,45,1546,5,725,28,8,23
31792,35ebf08a93899d44e756809e11b14754,eletronicos,55,240,1,150,18,12,15
30211,35efb9f20785abb24313fa712efa8fdd,utilidades_domesticas,29,770,5,800,40,10,35
11491,362e37b5c8826ef516a607cb5f99b8f1,esporte_lazer,50,1037,5,13350,35,20,95
12630,363218ba55c610b750224f90bdd34be1,cama_mesa_banho,46,279,1,1813,67,12,47
8938,3663ccbce96bbbea6b1b38558b5356a0,instrumentos_musicais,41,405,2,7050,66,17,36
2371,3685c687db4b3d2da5085d23b408e93a,cool_stuff,49,805,1,300,25,10,20
4599,368c6c730842d78016ad823897a372db,ferramentas_jardim,57,366,2,1650,30,22,30
6542,36cacc00d6c8a439a65077fd08294322,cama_mesa_banho,36,734,5,550,16,10,11
18518,36e76b21975cb010ce431815283898dc,ferramentas_jardim,34,143,1,250,16,14,11
5338,36ea81e90d1292dcdc3ad8abb09c20fe,bebes,59,921,4,350,42,27,42
4972,36ed077d2f4915bc4bd14ead16a028de,alimentos,49,477,2,750,16,20,16
6870,36f60d45225e60c7da4558b070ce4b60,informatica_acessorios,33,300,1,207,19,11,14
1961,36f78198534cccd08c53c29b56e82d55,beleza_saude,52,1784,2,150,16,6,11
28917,37055d9442bfc227231d5983f329ff9f,market_place,33,718,1,300,18,11,14
20556,3731a08877914ac1dbf9b7c995854f84,papelaria,55,298,1,250,16,6,11
3681,3743820de2227103b72b029a352fb98b,informatica_acessorios,38,391,1,183,16,16,11
30998,3744370c8a357a29dbaccc9011605f60,utilidades_domesticas,52,124,1,2500,40,41,28
18459,37470d84427730445b3b251bb796d528,eletrodomesticos,53,472,2,125,23,8,13
23974,374fb6698c278b6af1c7b7c8fb95585e,relogios_presentes,59,476,2,350,16,2,11
24102,37537165733f365867e2f4aad71aef6a,informatica_acessorios,59,1632,3,336,21,12,15
12331,376450070f391460f4b67e13166cae60,telefonia,54,276,1,275,22,3,16
15770,3777da5a4d01cc856906b449ddb7ffd3,construcao_ferramentas_construcao,55,510,8,7300,35,14,35
8634,378fed7e555fa94c149f571bba1d71b0,automotivo,55,993,4,950,41,45,11
9369,37a4e50cc932108a1a952dcb9c15b0e7,utilidades_domesticas,29,327,2,600,35,30,16
21867,37a6534264082d880dbd603dae588aaf,moveis_decoracao,49,170,3,550,16,5,20
1614,37c0cfb5f2381b6130c1ddaa5df146ae,brinquedos,59,1359,3,1200,32,31,17
28880,37cdd2e6cf19b94999e23e10cc95cdde,beleza_saude,43,821,1,150,20,10,20
9623,37dcce9d511e9729330ad4d80de13cfa,fashion_bolsas_e_acessorios,52,731,1,100,16,2,20
24219,37e7030d6095e672ebf05e2133b1a1bf,instrumentos_musicais,40,1075,2,600,24,5,20
11171,37f05006248fc8b0d04270ef02d24406,fashion_bolsas_e_acessorios,50,572,5,50,18,18,12
15521,37f9b5f1e37fc317e03a93b80915992b,moveis_escritorio,63,1173,1,10500,52,50,16
18476,380b4664ba5bb18cc9db78ee6bac3558,relogios_presentes,44,322,4,250,16,2,11
25566,381a0b846affd6aa7e80a863bcda52b7,papelaria,48,207,3,300,24,7,14
22425,381c84a4eb64a931d793f69112d5a34c,informatica_acessorios,53,814,4,2050,20,10,20
2507,381db5acd0b7163fc12b8efc2fda6e9e,construcao_ferramentas_construcao,54,561,6,350,33,11,11
30018,382d3a69f930988d7ad77f78f31c0944,esporte_lazer,41,569,1,250,16,16,16
14413,38327e062df5eb11f9ff87b586df0fd4,esporte_lazer,30,500,6,600,30,12,15
12744,383390bacab031887058eccc2e994879,papelaria,54,1763,1,400,30,16,20
14699,38481079a1b7b615e150e2dc4d257bd7,moveis_decoracao,61,157,9,1950,35,11,26
895,385a33a408e9c35c9fbc2025c12f3784,informatica_acessorios,52,967,1,220,22,13,12
579,386486367c1f9d4f587a8864ccb6902b,cama_mesa_banho,54,120,1,835,40,9,33
14012,386703f26f328414fe118e10a5d92675,telefonia,60,776,6,300,17,4,12
30294,389d119b48cf3043d311335e499d9c6b,ferramentas_jardim,59,341,2,1750,37,22,40
19720,38d070104c7e27171e177d581758a90f,beleza_saude,36,498,1,450,16,30,11
13429,38da2dd3fddf4b5eda6d46d781fde41b,cama_mesa_banho,40,698,1,1150,29,15,15
21862,39184c850194aa002371b2d16c373f3e,cama_mesa_banho,37,257,1,5950,50,18,28
32859,391a014a66920fa0ce468319264e0232,consoles_games,38,880,2,550,33,28,41
9706,3940247162a820eff119efe47b02182f,eletroportateis,48,1026,1,518,29,19,23
3547,394ccaadf8429703362e1796dccbf4d9,alimentos,38,1345,1,1400,16,20,15
18738,39581a590c262629c9854596173834bd,informatica_acessorios,60,133,4,200,16,2,11
11411,39774ab6b55af4ca99782e23935a97a4,moveis_escritorio,43,1363,1,12050,57,54,22
17215,399656db7a0d49d36300b81120bffeb1,cama_mesa_banho,59,416,1,3225,40,5,30
17537,39a1a3b9314738724fce4b2907ae6686,cama_mesa_banho,60,198,1,1550,34,7,32
29455,39a4610d926a93fee7cfa54319ac3515,ferramentas_jardim,59,660,7,1600,18,22,20
32009,39a9942865c056ed2006a5e8c11d9537,brinquedos,47,556,5,800,37,14,37
13569,39aa98469aa7460a9764311b3f8efb12,cama_mesa_banho,47,161,2,350,25,8,19
1133,39af1cd37608a2db10b81fd2350ce047,pet_shop,41,998,1,533,24,15,16
28532,39b146e69c32ffe0a469e95a71585843,construcao_ferramentas_construcao,58,339,1,2400,22,8,22
23153,39b86f4e3aedf22731990099a660a6f5,fashion_bolsas_e_acessorios,59,150,7,200,16,2,20
5624,3a05a947f28cf46d789adedc107d7595,esporte_lazer,57,652,1,3450,16,15,20
32184,3a264b078bf20e98f315ff65c23fa263,brinquedos,35,478,2,8100,30,36,46
2183,3a53c1796dd7e4050fdfd2f5d4c90f70,pet_shop,57,2358,6,6350,56,20,34
14995,3a7c9b0413d7b9cc7f4a18318fc5afb3,cool_stuff,52,797,2,1500,50,40,30
2325,3a8023f6ae79b6b7da36d630f2ee1658,bebes,42,498,2,8200,44,32,35
8921,3a85491e291016cb452b9b8e78c30ddb,construcao_ferramentas_jardim,58,1154,1,2600,55,29,17
2,3aa071139cb16b67ca9e5dea641aaa2f,artes,44,276,1,1000,30,18,20
7266,3ab181ea2f9cc4be74bad27ef8a03492,cama_mesa_banho,57,293,1,3650,40,10,30
2309,3abefa3ab32440bb6f5937c65c6652f8,perfumaria,39,522,2,127,14,16,12
13204,3ac29f1f25166dcc60b97e65d9a5885c,esporte_lazer,60,1493,2,1050,80,8,15
10638,3b0f7951038b105522c2d566b54421f7,telefonia,56,341,1,175,17,6,13
25783,3b0fbb3ab5b1512278d2e1c695b07e85,cama_mesa_banho,44,273,1,400,40,5,30
16677,3b10cf7d1e08c598428ad6eb7c59d09c,cama_mesa_banho,59,775,1,1550,32,10,28
7984,3b3c3503539e7f917eb57a8d4bfa69f0,cool_stuff,47,738,5,9350,50,28,40
2235,3b402e910ac3b3271958456b36a7c7ac,bebes,50,297,1,300,23,4,23
26669,3b42242085259cb66b6e577ae5173c76,cama_mesa_banho,33,1061,1,1600,26,21,23
22116,3b473a6b1c280e0345e876648a61a032,construcao_ferramentas_seguranca,58,579,1,1200,20,20,20
19341,3b60d513e90300a4e9833e5cda1f1d61,,,,,450,20,12,15
5113,3b7929cc079c14493fb6fb3373dbc1e1,audio,21,68,3,1075,40,20,30
13008,3b7d1b901fe011eddf729f636ed0f861,utilidades_domesticas,47,758,3,15400,49,39,17
31505,3b93aea7e918a4211066e42f03b68fb5,moveis_decoracao,33,649,2,1250,80,5,60
12961,3b99375795409600e7924e00452855c0,beleza_saude,32,3329,1,400,20,11,12
19447,3ba2b0de14984ce8f072c58be8d701dd,brinquedos,59,1164,4,6133,44,35,48
18920,3bbacbe586e957acbf26c63b3ed532a3,pet_shop,53,1687,2,8750,50,8,45
10306,3bc5164bc7f4be77002d6651da65c98c,,,,,550,16,11,19
32944,3becff10d1deb92b02f2a1ee62a04524,informatica_acessorios,54,1520,2,6150,30,30,20
22232,3bf95cf337a8c87435a2949c48350fc7,beleza_saude,59,1538,1,2017,28,30,27
23163,3c0c5eee30aef7a844410f1d1397b620,moveis_sala,30,606,2,9700,27,15,92
19694,3c0f50234e2cac5b619f358d4325be0d,papelaria,49,251,3,1500,60,20,29
8353,3c12d600fecb7aab3c4e4cd7755f1de3,automotivo,48,925,2,5100,65,25,25
28846,3c261802e239d1f2dcda5ed49aa14220,brinquedos,47,473,5,250,16,7,11
337,3c2f792f1041177a81913a977431a99e,eletronicos,40,549,1,200,20,20,20
11086,3c332c78cd1032a39727291af7ad2932,cama_mesa_banho,60,218,1,350,45,8,45
20402,3c3b94d8e966e0a258d6baaa41549199,utilidades_domesticas,55,429,3,8200,35,40,35
22619,3c4223262d31fa35043380da246fb0fa,esporte_lazer,52,795,1,700,16,15,15
14927,3c44881c6f1115b3a16f8281bb2a83ff,perfumaria,30,138,1,100,20,7,20
5897,3c61c2007c26ec50365d6c385e088ca1,esporte_lazer,37,732,1,100,27,17,14
16656,3c62f48140fdc7650a63b182fe3b9e4d,moveis_decoracao,63,832,2,1700,43,5,30
31970,3c79a7c125a368407bd03f3d8b0c4d25,cama_mesa_banho,58,287,3,1550,37,23,35
277,3c883b9d3fd2d0ce448d4136349dc0a4,cama_mesa_banho,49,153,1,550,23,15,23
10176,3cb39171fd36c50097f2dedbbe0dfe6e,automotivo,60,3136,4,100,17,10,15
31623,3cc6750606d3429d08a50f6416b82dd2,cama_mesa_banho,44,448,1,700,23,15,28
26320,3ce7358fb633d033a700464c6a82e0bb,eletronicos,50,573,5,6200,48,9,21
23511,3cebb9158a3aa0b3f78ee0f934c9f032,esporte_lazer,41,423,4,1700,28,14,22
13119,3ced865c94d3396f990864fa7aef9104,telefonia,58,584,6,225,18,4,12
14915,3cf03265103348bcecaad506bb66154c,moveis_decoracao,53,2546,4,10700,100,10,30
29641,3cf5cfc31b982215dbc7c61cd0bcabe2,moveis_decoracao,24,153,1,400,21,4,28
4235,3cfbc83ded5aa170816cc18cdb5d4188,relogios_presentes,56,633,1,400,20,13,13
28095,3d22445510fe5a03299a8d2a5da7abf4,beleza_saude,46,1472,1,2250,30,10,17
7571,3d3024d7a67ec33c1e3e6e4fcebf80f9,bebes,50,346,1,750,40,5,32
23503,3d36f403ac27db5c5b8faa68836e3d1f,moveis_decoracao,59,2010,2,1450,69,11,11
11539,3d4609bbecb3db49babe621f46b1b8fb,utilidades_domesticas,41,1181,3,300,25,10,15
26061,3d4784f9a07ca5de370c86800589c860,,,,,1350,16,7,20
29739,3d5837f86205fe83f03fb5f7e4d5b9cf,brinquedos,42,1002,4,1017,37,5,37
32518,3d5c815469b90f2f4b1bf62ddf6aed25,moveis_decoracao,18,385,4,577,17,25,23
16471,3d7e90a312a036ed4ae2ecd2a459a629,alimentos,59,913,1,200,16,16,14
13378,3d92028223ae14160bf1938a522de2b8,brinquedos,40,673,2,3225,31,31,28
9442,3d9acab1b1c5cd858dab1a3d0872a370,beleza_saude,52,1002,1,150,20,20,20
10944,3db75f31b76375c502f64d550dcd1166,informatica_acessorios,34,1078,2,200,41,2,29
29130,3dd2a17168ec895c781a9191c1e95ad7,informatica_acessorios,48,894,1,533,22,11,20
27307,3dd6c9d499e7c311a29e08afe1fd8fc6,cool_stuff,60,396,4,250,19,12,12
13306,3dee4915c4189291d7c8b79da897ca3a,moveis_decoracao,58,756,1,2200,37,25,36
32348,3df02779fb868fabf6f42649c50b6046,malas_acessorios,44,215,1,700,46,10,36
28866,3e0569568b8fa37cc1f767bc94fdc395,automotivo,41,967,4,2600,100,5,43
31309,3e086c8507756d8b53e4b0f676e7f42d,informatica_acessorios,51,282,3,200,16,5,11
27977,3e31fd1419cc4cd6adad1925e72e3a03,cool_stuff,52,1170,1,400,25,10,11
5536,3e442d09f9dfef002aadf31960869f65,informatica_acessorios,33,1084,2,200,41,2,29
18150,3e45fc327c9740f1ae03383a8e201968,perfumaria,60,3098,1,107,21,10,12
30891,3e5201fe0d1ba474d9b90152c83c706c,cama_mesa_banho,56,255,1,1800,30,5,30
22248,3e824028352cd013af85473283f832ce,beleza_saude,54,971,1,550,20,12,12
20260,3e8dfc6cfd5a615318051a93140c0286,beleza_saude,51,1916,1,200,25,9,14
24022,3e96989101b99f1189a9f03bdd29464e,telefonia,30,464,1,600,17,22,17
15718,3efd399c5d016b9e6a5ad3196eade44f,bebes,28,855,2,1000,30,10,25
2229,3f0376e782caf27ef19342d8e5c7e6f5,eletronicos,46,401,1,150,22,11,16
5978,3f0b2aa04502b87638f75da7b9cae50e,bebes,45,664,1,122,17,12,14
7522,3f13f4fabd1eafe564af941a8ee8e279,moveis_decoracao,45,2024,2,600,65,11,13
26253,3f14d740544f37ece8a9e7bc8349797e,informatica_acessorios,44,655,1,321,19,14,13
1680,3f1a741cf5591384428c1cbb0ef07ec0,beleza_saude,60,400,1,150,60,11,16
4199,3f31ad7df5482b3e8fcaac6ea060574f,relogios_presentes,48,361,2,200,31,4,13
22242,3f3695c50cf443bfc1058ce0c8ab6a46,eletronicos,39,376,1,175,22,13,17
19382,3f7e7c162952dff0662dcc6186d82a57,bebes,30,1152,2,2000,50,25,40
9047,3f84f961fb9323a568f07488788a4e6e,beleza_saude,50,993,2,200,20,10,20
31695,3f869288a822d85504c7a423c9b473e3,cool_stuff,35,1511,1,1950,28,36,27
606,3f9d819e1669be4865fdcd717968bb4e,informatica_acessorios,23,1036,2,200,16,2,11
13985,3fbc0ef745950c7932d5f2a446189725,beleza_saude,50,1257,1,350,19,12,13
21453,3fc18e3aefe7b9346bd15de863fa0365,utilidades_domesticas,43,808,1,2850,30,30,30
25964,3fd371205bcc8fd75d0711e30ee46ebf,utilidades_domesticas,59,691,2,200,16,4,11
17071,3fda13f397426103abde1f106676f0bf,beleza_saude,52,809,1,300,16,16,16
8856,3ff22524016b71a48fd1e5054632985c,cama_mesa_banho,55,589,3,24050,80,30,60
10786,3ffc8b6c3ae2afbf307cbd802bfb5e4c,bebes,52,233,1,8950,41,40,40
14468,4005df5f887f3c2529f363671fc8f4a5,beleza_saude,55,3185,1,2200,23,23,20
4493,4011494d902f1075a502ffe9432186b3,instrumentos_musicais,59,557,1,650,20,20,20
9810,401b5632c06c51319df083f1245a96ca,audio,51,207,1,300,16,20,16
30446,40678c9096047877fa74a25cc6f0a726,automotivo,53,956,2,500,40,40,40
19217,407729653f67fdfa6e588c6b0853edd7,telefonia,56,483,1,100,19,4,11
622,4079a95ae53890e5c268117864020aa8,cama_mesa_banho,60,298,1,2350,33,7,37
5741,40b2a43c74c26b963dd1bd05384663a0,esporte_lazer,63,924,5,300,25,12,18
1194,40c19ad8081c5efe90d93d945287adb8,perfumaria,30,138,1,150,22,7,16
18115,40c6502218c2b8ae624cd1576aac13c1,utilidades_domesticas,48,1875,4,550,17,15,15
2144,40c9f84a8919516ca9b0d6a9f5ad27f4,fashion_bolsas_e_acessorios,45,802,1,100,16,5,16
6280,40cb7bb3d30559b9b6c4fb62bc837962,cama_mesa_banho,54,617,2,350,47,4,35
24779,40cc62bf0cf7aacfd12d865c196baa55,telefonia,49,613,2,250,19,4,11
26866,40e8b425d1a26e2d9cb77363523e05ce,artigos_de_natal,38,1324,1,4500,50,8,45
31643,41150780d8eb1857e9575c5e3c23c0f0,casa_conforto,57,243,3,1800,30,20,30
6302,41171e11f920c47deb1809edda2bf09d,moveis_decoracao,64,669,4,200,16,16,16
25864,41311fd6316a50a9ff4ac5bfca1b910b,esporte_lazer,38,1936,1,700,18,18,18
28465,416fad0f58722ac772e8ac9b3e33a0ca,esporte_lazer,54,500,1,200,16,3,11
17853,41751736c87d2da5af7c27168bf45a9d,bebes,29,765,2,7950,27,44,40
23516,4178e16324fd0c9a8e18463caf390cc6,cool_stuff,51,582,1,11600,65,19,47
6728,4180a49d4b879e727ad2c8e82a9f4d87,esporte_lazer,54,1598,1,250,16,15,16
16146,41817d1d44000e3105f24470a5224bcb,esporte_lazer,48,687,1,1225,25,22,22
1056,418b40c9e83b7e5ac79e4a7ef975ebbe,eletrodomesticos_2,47,796,3,7300,82,10,54
6569,419a18f1940972e64957006dbfbf318e,moveis_decoracao,34,593,1,500,28,8,18
11830,419cb1b441eda9b92ebd1a1b96090c26,telefonia,60,777,6,350,17,4,12
4286,41c24b8ce92d1a2cac62db5edfd088b2,relogios_presentes,27,178,1,314,18,11,14
24468,41ce18e06273b50422ebf6149066fa23,papelaria,36,41,1,100,16,5,16
28179,41db6d8062fcd38410c699743ccc0265,telefonia,49,1438,2,125,19,5,11
14914,41fbde40144efcd09db07250981d7b93,automotivo,51,840,1,5500,45,20,45
30025,42155695adbe665066ad812855fe523a,eletronicos,60,517,4,200,16,6,14
14052,422879e10f46682990de24d770e7f83d,ferramentas_jardim,56,348,2,1550,30,22,30
30420,4231002e80d2a25aed31d65b4b91f479,pet_shop,50,776,4,800,50,5,50
