pay_pk,order_id,payment_sequential,payment_type,payment_installments,payment_value
1456,49e19ca07e42bde08630a08e50ad980e,1,credit_card,10,133.25
1457,49e720bd050835a646e0d5e8a89a42ea,1,credit_card,1,89.73
1458,49e76d6a1b1f9ff4d04f85b2304ad378,1,credit_card,8,164.63
1459,49e809b11c0445fb0229f28378d3d30d,1,credit_card,3,225.72
1460,4a0217620e6f7eeca8f035dbbd03a174,1,credit_card,1,255.07
1461,4a1340ea38a829e0ea96cd19d7a0f951,1,credit_card,1,63.27
1462,4a34aa679137ec3d1b3ad0c4c8b7a7e5,1,credit_card,2,194.89
1463,4a3e33350d1fd4eace1585032a97ee06,1,credit_card,8,122.05
1464,4a4ed9ed7922304a569ed850baba99c6,1,credit_card,3,33.13
1465,4a5cc9b4e332e03d76bf553a7f2fa5d3,1,credit_card,3,176.78
1466,4a662ab61cb0e83833f4b6ff3ed84792,1,credit_card,8,312.53
1467,4aa9da5533740e416c8a3ccb338e5c49,1,credit_card,3,35
1468,4aae1a10a22651fe5b76379eb4b34d12,1,credit_card,1,136.32
1469,4ad1105e12f275c3475462d6811caf8b,1,credit_card,2,271.08
1470,4ae6c814370d0a4b396355a8aabbbfdd,1,credit_card,1,88.92
1471,4ae724c523545a7806fc987df2964b05,1,credit_card,1,37.86
1472,4af91349921618b7fe12e5b417b3fc7d,1,credit_card,1,57.75
1473,4afa896b00f5e0ed1bb02ca2e8329392,1,credit_card,8,118.87
1474,4b02687f07f856cac25049dd4406cd52,1,credit_card,4,106.97
1475,4b2f4bcfaf2147dc60b9f86452ac885b,1,credit_card,4,44.09
1476,4b3a605942f29d490cb74bd6ace6b9f0,1,credit_card,1,38.1
1477,4b3fd3a64d55a7c04cdb0ed9af1e3016,1,boleto,1,260.99
1478,4b673ab5e166be0e06ffbac98732264b,1,boleto,1,84.83
1479,4b7836c7fde2f69b09ca54addb676d28,1,credit_card,1,69.53
1480,4b80b55b32a3549ec05578e46a0f4021,1,credit_card,4,1291.39
1481,4b81239fe83a49acf69014a6819d45f7,1,credit_card,2,45.19
1482,4b81496f1e0fd587a7394ba1e1b8aebb,1,boleto,1,18.76
1483,4b8267d1f715adb8eb69ac677662c100,1,boleto,1,229.7
1484,4b8332fdbf824168f691498b79e5e556,1,credit_card,2,204.27
1485,4b87488fb6269f8321508923b95da4d6,1,credit_card,3,38.47
1486,4b939b269e876343e876d466afcb69d1,1,credit_card,1,49
1487,4bb3eed0b423bcae4c063a401e17308e,1,credit_card,10,835.55
1488,4bb429b2f70ff5c85e7fdcecb5efa852,1,credit_card,10,619.34
1489,4bb6e6f5af26e1f5951d934386615406,1,credit_card,4,94.74
1490,4bc02ff9a093f3cc4119a960969f5f74,1,credit_card,8,190.87
1491,4bc05b9413beec5d8360baac48258100,2,voucher,1,100
1492,4bc05b9413beec5d8360baac48258100,1,credit_card,10,157.44
1493,4bd80487e45eb96ed277f47d7b9dca63,1,credit_card,10,509.66
1494,4bf27cd715a4b7ccb0ea582b5b5fd639,1,credit_card,8,80.65
1495,4c0516313f88337aef0820e61740d726,1,credit_card,10,187.52
1496,4c1bccb42ff068a53ac02ad1109be5fe,1,credit_card,2,59.82
1497,4c217e3cc24f803307dea7d619377def,1,boleto,1,86.37
1498,4c342c53eed805e5712a130cccf665ee,1,boleto,1,158.38
1499,4c3499a7df623b40778ee01a90811a2f,1,boleto,1,168.14
1500,4c37682d353334478fbafa4808110fd0,1,credit_card,7,72.43
1501,4c3c0b124df3a9bbd44a538ec578147b,1,credit_card,4,42.44
1502,4c3e9e2bce3a3234a9255f390683e3af,1,credit_card,3,313.2
1503,4c460fdf49b517270b6258ba2d3c1ef9,1,debit_card,1,139.41
1504,4c480567d1db63cffddc552638c35d8f,1,credit_card,6,351.18
1505,4c52483789e169329b0dc09e8139b7e2,1,credit_card,10,706.33
1506,4c57f545143e8865ca2347d8cba154a7,1,credit_card,6,151.01
1507,4c5ad8021308604b11f7badf742189dc,1,boleto,1,26.13
1508,4c6c2cdc8af14d43707dd3e71c1f54cc,1,boleto,1,60.78
1509,4c7ee4e8074ee13226ddac13d14b0989,1,credit_card,5,89.56
1510,4c8c092a897404409eb4858b2c35f100,1,credit_card,5,157.25
1511,4c9ad1ec8d135d9f6cda60ba64fdc5bf,1,credit_card,1,82.36
1512,4c9de71242c212430ae070b7d2f837e7,1,credit_card,3,47.04
1513,4caecf79f2dfbc0304ffdc8637ff5900,1,credit_card,5,50.15
1514,4cbe8de031dbae0b80286a23fdc1cf91,1,credit_card,4,47.84
1515,4cbe8de031dbae0b80286a23fdc1cf91,2,voucher,1,1.5
1516,4cc22fa6b7267027aac4151271636112,1,credit_card,4,101.73
1517,4cd02e8d4d592a91c4c7c1eac9fb7660,1,credit_card,1,56.61
1518,4cd9478b63edacb631dcf780b036b157,1,boleto,1,26.79
1519,4ce4fb772277f3a13a61a93b7f19d62e,1,credit_card,1,171.01
1520,4ceb9336411700f9568db2ef11bda594,1,credit_card,4,218.08
1521,4cf05124a340f768d9d89d5b91a6af97,1,boleto,1,31.38
1522,4cf225bc6f9bf421b97987161b23cc57,1,credit_card,1,63.42
1523,4cff7f0b5c2c6d7be3f10d0d202cbc2f,1,credit_card,6,370.6
1524,4d0d3e6d52ebda96d3ff80f913a49cee,1,credit_card,5,56.78
1525,4d0fce2314e3a88cb7371a111cf69f41,1,boleto,1,135.59
1526,4d19a84d4fe92e95e982b879faa52c20,1,voucher,1,52.09
1527,4d2d8a4224215f680cc5221011347401,1,boleto,1,132.57
1528,4d3144d146f15c73378b715f90be85b9,1,boleto,1,147.64
1529,4d315c56f2d8d8d27bf1a1365d41c923,1,credit_card,3,47.81
1530,4d315c56f2d8d8d27bf1a1365d41c923,2,voucher,1,100
1531,4d41aecae7fc035c91789128309fb7b0,1,credit_card,4,49.51
1532,4d44526e9f5875e440f58363f5a621de,1,credit_card,1,136.77
1533,4d4ef6cd8147028ffd8c18dc0f6e3050,1,credit_card,8,87.58
1534,4d630f57194f5aba1a3d12ce23e71cd9,1,credit_card,2,240.23
1535,4d7e10ed70b8c2358e94850352bb490b,1,boleto,1,77.57
1536,4d81d50f72f166b704ba664c8a1ddbd6,1,boleto,1,168.93
1537,4d8a7251d3f4f82c05c207b52ccd25f3,1,credit_card,1,163.68
1538,4d95703047b8a80cf5796b7478900ec7,1,credit_card,3,103.5
1539,4da3bd761ca73d692ae0f5c252495546,1,credit_card,1,26.44
1540,4da937ffa1e058f52a9eeb89187d65b5,1,credit_card,2,47.3
1541,4dadcd5f9e682c17fdc6dded70c048e0,1,credit_card,1,41.43
1542,4dba50963d750e691239a5fb64bed86f,1,credit_card,1,75.38
1543,4dcc01481b7ab4f5f37c8eb4c4c67841,1,credit_card,7,72.25
1544,4dd077c76e72e73742c4af14ebfbd4d1,1,credit_card,2,151.62
1545,4dea917f3fa605c7d6eff1a97a207768,1,credit_card,3,74.2
1546,4df92d82d79c3b52c7138679fa9b07fc,1,credit_card,5,109.2
1547,4df92d82d79c3b52c7138679fa9b07fc,2,voucher,1,100
1548,4e0e3013defc109eaef2c4cf86b66a10,1,boleto,1,133.58
1549,4e1545ab101855b3e843d794ab1d3081,1,credit_card,3,91.19
1550,4e157a36ea9cf89bde6fff57a780b525,1,voucher,1,57.44
1551,4e184878c2c61e669ffa5918c089c73f,1,boleto,1,49.16
1552,4e21387c48145e5e07a1d552b1a69776,1,credit_card,1,59.75
1553,4e2160ff7a61b2bf4fbd2e527ea924d3,1,credit_card,1,54.36
1554,4e49c4d84e4e416dfa56e61889b7113d,1,credit_card,1,57.78
1555,4e4d9ab79db69a4bd0d79833bfce91f3,1,boleto,1,56.4
1556,4e53a913dfd522beb67229c2784dde5b,1,boleto,1,154.38
1557,4e78c8e6f00a4ca7409db04227837738,1,credit_card,3,95.64
1558,4e7ca1c32e075c6efd8bdffeac2be58a,1,boleto,1,31.38
1559,4ea17d0c90f37e942470706403d14a7b,1,credit_card,8,206.41
1560,4ea3508e2de6e58640c0efe3ef758829,1,credit_card,4,80.89
1561,4eae14ba78c6ed873a6d1f11e52326b1,1,credit_card,1,50.83
1562,4edaf27ed056e42729b2700dfd0dbccc,1,credit_card,4,87.71
1563,4edca0186e467f58fe99ab648f604ce8,1,voucher,1,128.86
1564,4eeecb9e657525024b9b538730c5f974,1,credit_card,3,31.22
1565,4ef04edb491b8cc23eabe782ced6715c,1,credit_card,1,84.24
1566,4efb9f3d8ba57d35f9f884744e757265,1,credit_card,1,64.09
1567,4f1330720e5aa2d61a474c63620fc42b,1,credit_card,3,104.87
1568,4f248cce45f86c074a86cbf117d2b1b5,1,credit_card,1,94.62
1569,4f32c93f66aadbd682294f5cedde7c18,1,credit_card,8,237.08
1570,4f38a875c972c4803a792f62b999b4cd,1,credit_card,4,247.68
1571,4f392bdcc6b33f1b56ae0fd844343bbb,1,credit_card,1,93.48
1572,4f39a94d6e474819d898d6df7d394996,1,boleto,1,196.5
1573,4f4cdcc0b6af1eb7d23872ddc92b5d05,1,debit_card,1,46.68
1574,4f5fa78eddf28c3f669aa1554fe38622,1,credit_card,4,96.47
1575,4f7ce3efe568a5e57290a9fa3e45b1f5,1,credit_card,10,1727.67
1576,4f7e398a1ddb1c349465b42b6865c60b,1,credit_card,4,171.84
1577,4f869174cbff0495e39adbe5a6c4c040,1,boleto,1,68.12
1578,4fa1b6d5d3ca98e8def932544cc51b90,1,credit_card,4,89.41
1579,4fc42727f0b542099a7568206da01fa6,1,credit_card,5,100.34
1580,4fc94c8676998593a574d390d50dea42,1,credit_card,3,149.86
1581,4fe2e8b329e56a00aba9b0136b46f00f,1,credit_card,8,82.97
1582,4fe2fd5509bca02cbd39aa5b3eeb2a8f,1,boleto,1,51.2
1583,4fec76db2097ee09cc1dd9717d6ead9c,1,boleto,1,138.89
1584,4ff67d3d6e7ebcbcf5cd40998e8a3d2a,1,credit_card,8,186.13
1585,4ff907acfe03d4b4eccece88f700eb43,1,credit_card,6,82.91
1586,5005cef43694f92d85586692652e5216,1,debit_card,1,48.3
1587,500e36e71ec5080f1935acac38e0f8c1,1,credit_card,1,58
1588,5028b62d8f474883ae57b5da1ffd1e8a,1,boleto,1,198.57
1589,502aea10bd5711477ee1f532f1115031,1,credit_card,3,106.29
1590,5039c86e0392fa512d40a377555e64c3,1,boleto,1,49.86
1591,503b1d55537c749ca776d67d0d765cf9,1,credit_card,2,141.78
1592,503ff9670f30b2971bcb5df703a3f405,1,credit_card,9,113.12
1593,5042f28675b7eedd6c772f3c0df075f1,1,credit_card,1,26.35
1594,504ec2b6f69e898c557955750272d563,1,credit_card,5,63.77
1595,5062a18a32fe0f9975f7a1630a0a67dd,1,credit_card,1,65.85
1596,507240e305d631056d7ced5d5ab0eb9a,1,credit_card,1,59.47
1597,50782cd44ddec8134f7d93043ebfd333,1,credit_card,1,51.93
1598,508d02fd7a1d114cdfd32ecb91721855,1,boleto,1,104.38
1599,509c69c52df2779cbec8cf7772c5bf00,1,credit_card,2,162.92
1600,50c67fc0ce3ee7959b7dfeeabfbe6b78,1,credit_card,10,173.57
1601,50c71607b83f5edc9a65e7c7d9910b1a,1,credit_card,1,105.28
1602,50dca53ca33b739bef09e7933e8b380e,1,credit_card,3,65.4
1603,50fe82ce977520094518dd8618d7331a,1,credit_card,1,13.39
1604,5108acfe22756c07a696f4ff210790a8,1,credit_card,1,37.38
1605,511629b91fcfb73e2e7ee747102a9ffd,1,credit_card,3,170.01
1606,511c9c59155679bf85e46829de6bf067,1,credit_card,3,261.82
1607,511da260161b881c22b3608bed0044e5,1,boleto,1,63.12
1608,5164933efe0cd14f31424b9badf81f19,1,credit_card,1,141.9
1609,517b4b7e7f723df3693ae71473078d73,1,credit_card,4,89.75
1610,5189eca8aa65ca525e4929c6f6a758d1,1,boleto,1,486.3
1611,51b0dccc8596ce37a930dff2d63a10a2,1,credit_card,6,117.68
1612,51c68b0aedaa22a0b426f5635ac439b1,1,boleto,1,399.44
1613,51ceba3ba51d4b4543e7f78e181e0ba9,1,credit_card,1,104.3
1614,51fc12a7908ea200b269a6ecfb3e7740,1,boleto,1,30.96
1615,5209e430c4a82e1eb7cd636ecbb573a3,1,credit_card,5,137.99
1616,520ddcbcf0082ed43b0a73ce1127f073,1,credit_card,1,33.75
1617,523156bbb727eaea16d8a2880296d26c,1,credit_card,8,162.19
1618,52324f390c9414a6c6b4a2f1b24964b4,1,boleto,1,436.5
1619,5236307716393b7114b53ee991f36956,1,voucher,1,265.99
1620,523d7597c0c82db94fd16b4213e2f0ab,1,boleto,1,30.42
1621,524328eaaeddfd8aa01dc3897ad69935,1,credit_card,3,135.92
1622,52432d42fb818ca588e38c5067f73c3f,1,credit_card,3,86.02
1623,5246f33ed41cfa5f5b8f64e7bc8cf0c2,1,credit_card,6,69.2
1624,526043f9d39d510f7a79547410cd3318,1,credit_card,2,64.1
1625,5261639befee46871e5005e71a7694a7,1,credit_card,7,70.07
1626,52676562cb2111b7d4ec7c70868bf4dc,1,credit_card,6,197.04
1627,526e735eb29aafd817d59ca159eb7aab,1,credit_card,1,31.28
1628,5295794ed329bd3ffd4581bc4a0627a5,1,credit_card,7,156.87
1629,529e1bb30ba6e4c420219a539593eee0,1,credit_card,4,75.17
1630,52b828f13e08788433adad4a7d135779,1,credit_card,4,176.83
1631,52e5445828db681d83dccb33a15ecac4,1,credit_card,8,194.06
1632,52f166ce5fa053bbb27d317e4fd231b7,1,credit_card,4,446.51
1633,5308fdab519f7478ef64894128fbbee4,1,credit_card,1,36.07
1634,5308fdab519f7478ef64894128fbbee4,2,voucher,1,112.67
1635,531adaed1a1981c1cf381bbf3a4a3895,1,credit_card,4,158.71
1636,53239db74c7835641f106ef90b3d0100,1,credit_card,1,154.9
1637,53302305754d77daab8c64a29db8d8c4,1,credit_card,3,89.3
1638,533e104c4193cf07d264603f7800fb71,1,credit_card,4,44.51
1639,5342639ad4af90638a48134b744df827,1,credit_card,2,125.61
1640,5342acb7b183acec77f59e4d78f7c804,1,credit_card,1,150.21
1641,534c285356eb06898b7ea7edbb14476b,1,credit_card,5,279.1
1642,5361ae7742cca11bdce02eba111d345a,1,credit_card,1,70.02
1643,5370a96022220f889db213211b32740d,1,boleto,1,195.61
1644,5384eba8f22866695801e33c6dc25745,1,credit_card,1,60.8
1645,538917e9e6d39e4e2f6d7480f7c2479e,1,credit_card,2,134.77
1646,5394217c78ea24ee2b377c043b6bd7d9,1,credit_card,10,686.1
1647,53a9c421cf0e7129393a754a4d15b935,1,credit_card,3,35.14
1648,53ad0f90be4c36080d70c96aa70eafe9,1,credit_card,4,103.75
1649,53c7592439c12d02630c4f0da48614bc,1,credit_card,1,115.36
1650,53cbf33b674d602f6746cb90a9d874fd,1,boleto,1,102.03
1651,53cdb2fc8bc7dce0b6741e2150273451,1,boleto,1,141.46
1652,53cf21aea186e583d69fe8d531829e3c,1,credit_card,1,142.14
1653,53f0bd64140840f70f00c89e7a19fdf2,1,credit_card,2,230.75
1654,53f3f52eca823461e5ee857dd46fb101,1,credit_card,8,294.7
1655,53fbedbd16ccffa3a54c400edbb3fecb,1,boleto,1,52.1
1656,5413211efa4372ef637627d1e59d2f82,1,credit_card,3,157.1
1657,541e98fb4e0b225dbc4493ae9d53eeb3,1,credit_card,2,166.59
1658,54232ca33e8e55a669a5f26927049f32,1,credit_card,1,124.82
1659,542e3cb5f8f6657a8822ad52a57552ed,1,boleto,1,226.66
1660,543a9bf05657bd3c5099de23d13139a1,1,credit_card,6,321.69
1661,543dd9462e7d92ef58df34eea3ba7db5,1,credit_card,3,81.11
1662,5447160f15621601fa9ba2b94f4906b3,1,credit_card,1,161.77
1663,544b98cbee1fc6152e5ede26e1ef2986,1,credit_card,1,68.12
1664,546c8958ff67b28473cf140ec32a5a91,1,credit_card,10,102.56
1665,54798b68c9437a3dac92d6b957c9d1ab,1,credit_card,1,57.5
1666,5487a8ac1699754d975f853ce8bb9321,1,boleto,1,187.19
1667,54912035e047f9834df97cdfef0d2768,1,boleto,1,21.04
1668,54ac5ed66a8b2c74a3878d90d805f367,1,credit_card,1,54.42
1669,54bc2449fbe0368b74470e4280fe494e,1,credit_card,2,132.4
1670,54c48a1401020a79d5d52ff20cb07aa7,1,credit_card,4,111.21
1671,54d591a90dbfa19ae578252a9b5a2720,1,credit_card,8,137.23
1672,54f9756bd9148ebde702040750fa59de,1,boleto,1,106.25
1673,5504eaa5a86eb25fa666cf2e6b96c701,1,credit_card,1,131.57
1674,5506c622c9692ec1a2145b8b8f712eba,1,credit_card,4,213.19
1675,5509f25fd68fac3fe49fc1a532ba33ef,1,credit_card,6,64
1676,550a019d25590b5b3b6d31c0fd3edbbb,1,credit_card,1,41.86
1677,553d47dc490558ea119058262b5f472a,1,credit_card,3,80.89
1678,554ed79a85b56443912252c580b0ad02,1,credit_card,1,188.62
1679,5551af3c5c287246cc239e923963ef6c,1,credit_card,8,756.01
1680,555e4d40fb6beea866d46eb6a5a01b41,1,credit_card,5,111.92
1681,5561adcb0fd46da4cad3048fa4e7fc00,1,credit_card,1,109.35
1682,556bbf53c2c22fbb9ef31a414dd444a6,1,credit_card,6,67.5
1683,55722f117fa81b20ab36bbfc3c8878dd,1,credit_card,8,105.97
1684,55779fa8fe072d9f8c92d672154558f2,1,boleto,1,233.66
1685,557eb42ce0b29c86666b04ec9496ea59,1,credit_card,2,34
1686,559115c14f48d999adcc027b4a702c8b,1,credit_card,1,56.78
1687,5596ba1b51a8d6801a60712a250471a8,1,credit_card,1,95.31
1688,55ab3650a53071b34253bdcada9e584b,1,credit_card,1,40.76
1689,55ab4aefca70a7b4b0a8466be48c5bbc,1,boleto,1,162.65
1690,55ac02b6b194b6cebf53799310fb63bb,1,credit_card,2,61.36
1691,55b2cadb9946209a0283fd636ddc6676,1,boleto,1,226.12
1692,55b360b9aeaf1fcec58a18a82b21b957,1,credit_card,8,211.01
1693,55bd3d21d10786b863b8537b32bc3899,1,credit_card,2,34.52
1694,55bde651a2c412e983a9ace2f3e05c5d,1,credit_card,1,56.1
1695,55c5b6e322eed3fe3dbbd82da9906019,1,credit_card,3,369.88
1696,55c863e656258bebf75d429db9055bec,1,credit_card,4,304.52
1697,55e68a38817afa16c0547a6ebeeff145,1,credit_card,3,95.09
1698,55f6044cecace75277ac3fb0335bf9a5,1,boleto,1,87.64
1699,560c623fdd94c3bbcdb7e9f7b130cdf5,1,credit_card,2,130.85
1700,56137cd32ae890d2f8f4c0b770da009f,1,credit_card,10,1069.22
1701,56142b6c34c40cccb3e3ee8308a4ae76,3,voucher,1,9.15
1702,56142b6c34c40cccb3e3ee8308a4ae76,2,voucher,1,9.15
1703,56142b6c34c40cccb3e3ee8308a4ae76,1,credit_card,1,61.35
1704,56142b6c34c40cccb3e3ee8308a4ae76,4,voucher,1,9.15
1705,562f68d5a8c2d3be1d1b87f06c7b87c0,1,credit_card,1,234.1
1706,563404de47cdc6763e7eced487016b66,1,credit_card,1,4.35
1707,563404de47cdc6763e7eced487016b66,2,voucher,1,20
1708,56472b840118d1bfb244c6cb42581ae6,1,credit_card,2,319.88
1709,564a38ee15a841a89a3e5c64fc8c0ce6,2,voucher,1,37.57
1710,564a38ee15a841a89a3e5c64fc8c0ce6,1,credit_card,8,127.22
1711,56515935f0fcb6b511a18dc10a50173f,1,credit_card,10,447
1712,565923f847aad52e7638eb189cce3b51,1,credit_card,1,97.81
1713,566c5bff1142c9d6003a83fd2e8ad1e5,1,credit_card,1,17.17
1714,567320164aa96555310f5c8ed6e8c5d7,1,credit_card,5,54.01
1715,567653c46861b54519b6f4cdee500f0a,1,credit_card,1,70.06
1716,568b0f8bb1f7efe803f006abfd707e5e,1,credit_card,1,64.62
1717,5690636f35f3831fe4cf8d5c8e060d99,1,boleto,1,132.95
1718,5691d72069359cd293ac9a14f1bd5e9b,1,boleto,1,72.05
1719,569749247450c1251fdd11128a1bb2bc,1,credit_card,1,133.05
1720,56a4ac10a4a8f2ba7693523bb439eede,1,boleto,1,32.7
1721,56a9371475e5344f96ca0933a17215ea,1,credit_card,1,87.05
1722,56ab0ef6726f49b711b84ce62e305c7c,1,credit_card,10,498.92
1723,56af0400ccac703cca01cd9846d29c58,1,boleto,1,178.27
1724,56bd45163229b35ca0ab490c1e3d3233,1,credit_card,1,76.85
1725,56c26c7e1d2d600fc5e6a4a6b0be3aa8,1,credit_card,4,75.86
1726,56ce64b53ec3bb5b0525f21506619f8e,1,credit_card,1,66.64
1727,56dc7f1b8195b7fbdd6479f055a203bb,1,credit_card,3,38.22
1728,56ec7cbe6d41f3fdbbe68de8142b3123,1,boleto,1,117.42
1729,56ecd129e9283080044e40f77065b350,1,boleto,1,86.25
1730,56ef80c564f6fd57cc662adee0379746,1,credit_card,4,49.42
1731,56fdda0cb0aee560cd00b1a571dcb10f,1,credit_card,2,183.2
1732,570daa876f56bc4b6b5e503e01318c0e,1,credit_card,4,82.42
1733,5711d8a02451fd508dc8911ee1fb4ac9,1,credit_card,2,217.1
1734,5713bef560364e39ec1630ff62449492,1,boleto,1,39.85
1735,571b3d06ddb5bba38fac92f4da0778e7,1,credit_card,8,176.76
1736,5739eb8dc1389c46e5ff8fc605a6ba44,1,credit_card,1,28.45
1737,573b5d93e53ee17f6d7276929890932c,1,boleto,1,202.79
1738,573ef5595dd0028826051b99f5306ad3,1,credit_card,1,73.34
1739,57597099a6ac29d8c13878e3945ce6ad,1,credit_card,2,127.01
1740,57665b3fb0f04270d6b333c9d1f80a61,1,boleto,1,41.18
1741,57694158da92a85b1fcd72de45542073,1,credit_card,2,321.58
1742,577dbf4b3668adb656ec29c2ce049ab1,1,credit_card,1,34.68
1743,57829c554e00894996ac7cdc85692e8f,1,credit_card,5,109.62
1744,5792e0b1c8c8a2bf53af468c9a422c88,1,credit_card,2,82.65
1745,57caf8a4f24c13ac1f4ec44f39a18a44,1,boleto,1,24.1
1746,57cbc8e34a5ceffb92f8b3193e4ffdb8,1,boleto,1,113.33
1747,57fac99131db488c097fd2b5a75255dd,1,credit_card,2,116.12
1748,580c882a5805c78546ea65ec6d3690e4,1,credit_card,6,171.32
1749,581ef4e5af5c7bbdcd26579839290635,1,credit_card,1,127.3
1750,5820a1100976432c7968a52da59e9364,1,credit_card,1,52.24
1751,582ecddc80251f58adb996143e81d6e0,1,credit_card,3,264.59
1752,583daa63abcdc20ed6eab2e6a99e44a2,1,credit_card,2,200.52
1753,5869074071e0f56e9085dc3742c97b2a,1,boleto,1,320.18
1754,586b28be2b8f5afe936887ea02ab3494,1,credit_card,1,18.93
1755,586b28be2b8f5afe936887ea02ab3494,2,voucher,1,100
1756,5875e5804ca85e3b4c8dda7a7dfce4cc,1,credit_card,8,197.97
1757,5881ef8fbe92b12cbfbe1a210afd221a,1,boleto,1,70.89
1758,588e9a3844482484a31e604c2767b82f,1,boleto,1,94.97
1759,589310d3d488112508a26f3e22ba30ca,1,credit_card,3,69.9
1760,58a2de891c9d6c4e5b5a36320350bfd2,1,credit_card,1,194.89
1761,58ac1947c1a9067b9f416cba6d844a3f,1,credit_card,5,124.16
1762,58b198357d2b68044f885a370a585ff3,1,credit_card,2,112.08
1763,58d4c4747ee059eeeb865b349b41f53a,1,boleto,1,35.36
1764,58e507b7d867429e6bd5116ea280588d,1,credit_card,7,73.15
1765,58ecdd5dee96d19e30c67a29cae63e4d,1,boleto,1,105.28
1766,58fb05058cf15a3f9eaeb29497841a33,1,voucher,1,146.01
1767,58fbd882a7ce0cf6eca11251a96931d1,1,boleto,1,137.08
1768,58fcb8ce8784213ace394e1427f50fb7,1,credit_card,1,62.28
1769,5928d420527d13a50a884bc80c6ea676,1,boleto,1,66.44
1770,593b6eefb72afdf364b30dedb1294414,1,credit_card,2,150.05
1771,5943f6d5dc8ba01f970b8ef4d18678cb,1,credit_card,6,126.6
1772,595f598849d89203c28d05d0fbf3f92e,1,credit_card,1,26.58
1773,597bd074d7874048131c67581f0556d4,1,boleto,1,74.49
1774,598cd40a798aa27cded050fe918ffbe7,1,boleto,1,587.94
1775,59988c783a4c292d49704af7f41fc85f,1,credit_card,1,209.11
1776,59a0b1e1b934789d033dfb98797d9d34,1,boleto,1,160.3
1777,59af6639bc574148a47076bb16ff485e,1,credit_card,3,83.41
1778,59b32faedc12322c672e95ec3716d614,1,boleto,1,87.58
1779,59d34e1064930d037d30041b73683aa7,2,voucher,1,81.86
1780,59d34e1064930d037d30041b73683aa7,1,credit_card,1,16.01
1781,59dba471cbd7e791c3bb0d83aa705c49,1,credit_card,1,61.98
1782,59f740f135c8060f0c211f5ff37a7245,1,voucher,1,45.01
1783,5a008db40659290cadbe2a57493bc273,1,boleto,1,92.8
1784,5a00ef28abf9645038a7d37c1639d2c2,1,credit_card,5,200.23
1785,5a0e5ad33542c79b10be87a344ee0086,1,boleto,1,86.67
1786,5a12cbb810a82e746a59a96625577a49,1,credit_card,2,117.53
1787,5a1a4a4a31e003b67af6ef6dcb9750db,1,boleto,1,156.7
1788,5a3a0bfe72c4d627e4f13d9aa81d78ad,1,boleto,1,905.03
1789,5a56d595adbe321751c4f42b708ccc35,1,credit_card,1,82.33
1790,5a630e3d4aeb6fca86404481eb19cfe7,1,boleto,1,164.06
1791,5a63a60ea2852393994270157cd61e0a,1,boleto,1,77.66
1792,5a65b91aff9c0fb03e7971823e104163,1,boleto,1,76.78
1793,5a88502f6bbc1f8c972aa98c64830616,1,credit_card,3,103.14
1794,5a892744c3b95e66967667046d882541,1,credit_card,1,70.83
1795,5a896322e3b42b9993f240317102cb0a,1,credit_card,1,453.85
1796,5aa89bb7eb1a8dca4d70fcd37878c8a4,1,credit_card,1,232.35
1797,5aadbda0877e0d99ba07f785cd29c362,1,credit_card,10,156.73
1798,5accb23a030458bbfb5eb669903f05b7,1,credit_card,1,35.4
1799,5acce57f8d9dfd55fa48e212a641a69d,1,boleto,1,43
1800,5ad5a1ef522da1732ab963ea1fb6165b,1,credit_card,1,25.23
1801,5add03213ad417aab3988852ea890572,1,credit_card,3,96.8
1802,5b19cc30f1a0a44439a744db5c2cc979,1,credit_card,3,57.69
1803,5b33e5b23e569f404e6eccbbce3e0aa4,1,boleto,1,636.74
1804,5b4bb46d2cabe7e960a2b8bf70af105a,1,credit_card,1,31.77
1805,5b664e80ddc573f779bc4b33c7a457ea,1,credit_card,3,33.88
1806,5b6793d19c0a49b1815f5a74f8c5a370,1,boleto,1,57.23
1807,5b6ef6be2fa71ebc92c95847830eb35f,1,credit_card,1,54
1808,5b96009a71dc5fabbf4c35fd228e8863,1,boleto,1,68.24
1809,5b96fa278c2b3c1e29c190ef1b651d08,1,boleto,1,36.52
1810,5baf114f7f5f649d16ec1bf3cf78279b,1,credit_card,3,58.31
1811,5bb67bb01ea5cb177b047ffe340c5c3e,1,debit_card,1,44.47
1812,5bbe496e9e32884e4f0260f1b6bd6c3d,1,credit_card,6,132.95
1813,5bcf5ca118d9e81440bf98e26c943255,1,boleto,1,64.11
1814,5c08c71d1da2a1cbbb12fe54b0419b41,1,credit_card,4,160.22
1815,5c1f2bd7eff419c165428371164d750c,1,credit_card,1,326.36
1816,5c2d1d55c31db1cbe069dc9b6454b897,1,credit_card,4,117.45
1817,5c468b18e44fe58da9d5584b05fd988f,1,boleto,1,34.09
1818,5c4e9b69cfdcd45f69531467695237e4,1,credit_card,3,36.94
1819,5c51684e9930d09a7f209a96c71064ef,1,credit_card,1,86.14
1820,5c6c22a0e96822517dd3c5ee6cd1fbcf,1,boleto,1,187.43
1821,5c6f08e3231f7cff6e6853e225cb7eef,1,boleto,1,811.77
1822,5c83723b6467f6729e47c640005cd148,1,credit_card,5,51.33
1823,5c8a12c2c89e9e65e52260359ac95a15,1,credit_card,1,41.77
1824,5ca6beedce6f32eef65de17a1f81d50d,1,credit_card,4,133.58
